Unnamed: 0,city,actual_latitude,alt_latitude,initial_answer,gt_answer,logprob_a,logprob_b,logits_a,logits_b,confidence_a,confidence_b,predicted_label,initial_binary_correctness,other_llm_answer,other_llm_answer_type,second_answer,change_of_mind,second_turn_predicted_label,second_turn_binary_correctness,second_turn_confidence_a,second_turn_confidence_b,final_answer,final_logprob_a,final_logprob_b,final_logits_a,final_logits_b,other_llm_accuracy,initial_answer_display
123,Kappeln,54.7,27.3,a,a,-0.5,-6.0,27.125,21.625,0.84113085,0.15886912,0,1,b,Opposite,a,0,0,1,0.8775786,0.122421436,a,-8.25,-14.75,27.0,20.5,50,shown
124,Celaya,20.5,30.8,b,b,-2.703125,-0.08251953125,29.625,32.25,0.3109988,0.6890012,1,1,a,Opposite,b,0,1,1,0.25719368,0.7428064,b,-3.53125,-0.03076171875,44.75,48.25,50,shown
125,Saboeiro,-6.5,-9.8,b,a,-2.375,-0.12451171875,28.75,31.0,0.33585566,0.66414434,1,0,a,Opposite,b,0,1,0,0.09340696,0.90659314,b,-7.5,0.0,32.75,40.25,50,shown
126,Abū Dīs,31.8,47.6,a,a,-0.0966796875,-5.21875,27.125,22.0,0.82535094,0.17464899,0,1,b,Opposite,a,0,0,1,0.926755,0.07324502,a,0.0,-8.375,36.75,28.375,50,shown
127,Monteroni di Lecce,40.3,20.2,<,b,-inf,-inf,-inf,-inf,,,-1,-1,a,Opposite,a,1,0,0,0.88548744,0.114512525,a,-0.007781982421875,-6.75,36.5,29.75,50,shown
128,Douar Laouamra,31.8,15.9,b,b,-5.78125,-0.023193359375,23.25,29.0,0.14900525,0.85099477,1,1,a,Opposite,b,0,1,1,0.07324502,0.926755,b,-8.375,0.0,31.125,39.5,50,shown
129,Bắc Ninh,21.2,31.8,a,a,-0.08984375,-4.84375,26.75,22.0,0.8083609,0.19163914,0,1,b,Opposite,a,0,0,1,0.9186573,0.0813427,a,0.0,-8.0,36.25,28.25,50,shown
130,San Antonio,14.9,7.5,b,b,-4.40625,-0.0458984375,22.625,27.0,0.209862,0.790138,1,1,a,Opposite,b,0,1,1,0.07585818,0.9241418,b,-8.25,0.0,28.5,36.75,50,shown
131,Siliancun,22.7,11.4,a,a,-0.060546875,-4.8125,27.0,22.25,0.8083608,0.19163921,0,1,b,Opposite,a,0,0,1,0.92928505,0.07071499,a,0.0,-8.5,36.0,27.5,50,shown
132,Xiushui,24.0,36.1,a,a,-0.060546875,-4.8125,27.0,22.25,0.8083608,0.19163921,0,1,b,Opposite,a,0,0,1,0.9214433,0.07855667,a,0.0,-8.125,36.5,28.375,50,shown
133,Gasparillo,10.3,15.5,a,b,-0.0751953125,-4.1875,27.375,23.25,0.77729994,0.22270006,0,0,b,Opposite,a,0,0,0,0.92928505,0.07071499,a,0.0,-8.5,36.75,28.25,50,shown
134,Lugoj,45.7,22.9,b,b,-6.875,-0.007781982421875,21.75,28.625,0.11072735,0.8892727,1,1,a,Opposite,b,0,1,1,0.049522143,0.9504779,b,-9.75,0.0,27.25,37.0,50,shown
135,Ceadîr-Lunga,46.0,69.1,b,b,-8.375,-0.007781982421875,21.125,29.5,0.07324502,0.926755,1,1,a,Opposite,b,0,1,1,0.039855707,0.96014434,b,-10.5,0.0,24.75,35.25,50,shown
136,Neustadt am Rübenberge,52.5,78.8,a,a,-0.0155029296875,-9.25,30.75,21.5,0.9428394,0.057160635,0,1,b,Opposite,a,0,0,1,0.93861693,0.0613831,a,0.0,-9.0,37.25,28.25,50,shown
137,Haymā’,20.0,29.9,b,a,-6.15625,-0.038330078125,21.625,27.75,0.13516289,0.8648371,1,0,a,Opposite,b,0,1,0,0.08421851,0.9157815,b,-7.875,0.0,27.375,35.25,50,shown
138,San Anselmo,38.0,19.0,b,b,-8.375,-0.007781982421875,21.5,29.875,0.073245056,0.926755,1,1,a,Opposite,b,0,1,1,0.025671588,0.9743284,b,-12.0,0.0,24.5,36.5,50,shown
139,Toyohashi,34.8,17.4,b,b,-9.125,-0.007781982421875,21.0,30.125,0.059236635,0.94076335,1,1,a,Opposite,b,0,1,1,0.041330744,0.95866925,b,-10.375,0.0,26.125,36.5,50,shown
140,Veszprém,47.1,70.6,a,a,-0.0155029296875,-6.5,28.375,21.875,0.8775786,0.122421436,0,1,b,Opposite,a,0,0,1,0.93639785,0.063602105,a,0.0,-8.875,36.75,27.875,50,shown
141,Aerzen,52.0,26.0,b,b,-7.25,-0.007781982421875,22.5,29.75,0.10002291,0.8999771,1,1,a,Opposite,b,0,1,1,0.06826597,0.93173397,b,-8.625,0.0,28.375,37.0,50,shown
142,Rio Grande City,26.4,39.6,a,a,-0.0458984375,-5.03125,26.875,21.875,0.8198234,0.18017668,0,1,b,Opposite,a,0,0,1,0.9241418,0.07585818,a,0.0,-8.25,37.25,29.0,50,shown
143,Alwar,27.5,41.3,b,b,-8.5,-0.007781982421875,20.5,29.0,0.07071499,0.92928505,1,1,a,Opposite,b,0,1,1,0.042857952,0.957142,b,-10.25,0.0,26.25,36.5,50,shown
144,Nāhan,30.6,15.3,a,a,-0.318359375,-2.8125,26.375,23.875,0.68082714,0.3191729,0,1,b,Opposite,a,0,0,1,0.9157815,0.08421851,a,0.0,-7.875,36.25,28.375,50,shown
145,Laranjal Paulista,-23.0,-34.6,b,a,-0.11083984375,-2.859375,28.375,25.625,0.6970593,0.3029407,1,0,a,Opposite,b,0,1,0,0.122421436,0.8775786,b,-6.5,0.0,38.5,45.0,50,shown
146,Zarzis,33.5,50.2,a,a,-0.05322265625,-6.0625,28.25,22.25,0.8603478,0.13965216,0,1,b,Opposite,a,0,0,1,0.926755,0.07324502,a,-10.0,-18.375,29.0,20.625,50,shown
147,Savelugu,9.6,14.4,a,b,-0.11083984375,-2.984375,27.625,24.75,0.7049978,0.29500216,0,0,b,Opposite,a,0,0,0,0.9241418,0.07585818,a,0.0,-8.25,36.5,28.25,50,shown
148,Acajutla,13.6,20.4,a,b,-0.06787109375,-4.0625,26.875,22.875,0.77067405,0.229326,0,0,b,Opposite,a,0,0,0,0.93639785,0.063602105,a,0.0,-8.875,36.75,27.875,50,shown
149,Minto,43.9,22.0,a,a,-0.038330078125,-3.90625,26.875,23.0,0.7639109,0.23608907,0,1,b,Opposite,a,0,0,1,0.9241418,0.07585818,a,0.0,-8.25,36.5,28.25,50,shown
150,Lewistown,40.6,20.3,a,a,-0.03076171875,-5.28125,27.625,22.375,0.83074397,0.16925605,0,1,b,Opposite,a,0,0,1,0.926755,0.07324502,a,0.0,-8.375,36.5,28.125,50,shown
151,Taromske,48.5,72.7,a,a,-0.06787109375,-6.0625,28.125,22.125,0.8603478,0.13965222,0,1,b,Opposite,a,0,0,1,0.926755,0.07324502,a,0.0,-8.375,37.0,28.625,50,shown
152,Saugor,23.8,11.9,b,b,-4.90625,-0.0458984375,23.625,28.5,0.18583968,0.81416035,1,1,a,Opposite,b,0,1,1,0.08134264,0.9186574,b,-8.0,0.0,30.5,38.5,50,shown
153,Zgornja Hajdina,46.4,23.2,b,b,-6.875,-0.007781982421875,22.375,29.25,0.11072735,0.8892727,1,1,a,Opposite,b,0,1,1,0.046075508,0.95392454,b,-10.0,0.0,26.75,36.75,50,shown
154,South Miami,25.7,12.9,a,a,-0.03076171875,-6.53125,28.25,21.75,0.8775786,0.122421436,0,1,b,Opposite,a,0,0,1,0.93639785,0.063602105,a,0.0,-8.875,37.0,28.125,50,shown
155,Cumaribo,4.4,6.6,a,b,-0.11767578125,-2.5,28.625,26.25,0.67254025,0.32745984,0,0,b,Opposite,a,0,0,0,0.9157815,0.08421851,a,0.0,-7.875,35.75,27.875,50,shown
156,Epsom,51.3,25.7,a,a,-0.023193359375,-5.90625,28.25,22.375,0.8557343,0.14426573,0,1,b,Opposite,a,0,0,1,0.93173397,0.06826597,a,0.0,-8.625,36.5,27.875,50,shown
157,Newport,44.6,22.3,b,b,-6.0,-0.0155029296875,23.75,29.75,0.13965212,0.8603479,1,1,a,Opposite,b,0,1,1,0.07855667,0.9214433,b,-8.125,0.0,28.125,36.25,50,shown
158,Springfield,39.9,20.0,a,a,-0.03076171875,-4.03125,27.125,23.125,0.77067405,0.229326,0,1,b,Opposite,a,0,0,1,0.9341043,0.0658957,a,0.0,-8.75,36.5,27.75,50,shown
159,Springfield,39.9,20.0,b,b,-8.5,-0.76171875,22.125,29.875,0.08718631,0.91281366,1,1,a,Opposite,b,0,1,1,0.06360213,0.93639785,b,-15.75,-6.875,18.0,26.875,50,shown
160,Sukurhutu,23.4,35.2,b,a,-2.875,-0.12451171875,26.5,29.25,0.3029408,0.6970592,1,0,a,Opposite,b,0,1,0,0.24298856,0.7570114,b,-3.765625,-0.023193359375,45.75,49.5,50,shown
161,Saraykent,39.7,59.5,b,b,-5.40625,-0.023193359375,22.875,28.25,0.16399644,0.83600354,1,1,a,Opposite,b,0,1,1,0.090248376,0.90975165,b,-7.625,0.0,30.625,38.25,50,shown
162,Forest Lake,45.3,22.6,b,b,-5.03125,-0.03076171875,25.125,30.125,0.1801766,0.8198234,1,1,a,Opposite,a,1,0,0,0.10705215,0.8929478,a,-7.0,0.0,33.25,40.25,50,shown
163,Gerstungen,51.0,76.4,a,a,-0.03076171875,-7.15625,28.375,21.25,0.89651525,0.10348475,0,1,b,Opposite,a,0,0,1,0.9386168,0.061383147,a,0.0,-9.0,37.5,28.5,50,shown
164,Şabrātah,32.8,16.4,b,b,-4.15625,-0.0458984375,26.125,30.25,0.22270006,0.77729994,1,1,a,Opposite,b,0,1,1,0.09340696,0.90659314,b,-7.5,0.0,32.75,40.25,50,shown
165,Corozal,9.3,4.7,a,a,-0.11767578125,-2.625,27.5,25.0,0.68082714,0.3191729,0,1,b,Opposite,a,0,0,1,0.93861693,0.0613831,a,0.0,-9.0,37.0,28.0,50,shown
166,Laukāha,26.0,13.0,b,a,-4.78125,-0.038330078125,22.0,26.75,0.19163914,0.8083609,1,0,a,Opposite,b,0,1,0,0.114512436,0.88548756,b,-6.75,0.0,36.25,43.0,50,shown
167,Mosgiel,-45.9,-22.9,b,b,-6.25,-0.0155029296875,22.0,28.25,0.13079594,0.86920404,1,1,a,Opposite,b,0,1,1,0.07071499,0.92928505,b,-8.5,0.0,30.5,39.0,50,shown
168,Mekra,25.5,38.2,b,b,-5.15625,-0.038330078125,22.5,27.625,0.17464907,0.82535094,1,1,a,Opposite,b,0,1,1,0.122421436,0.8775786,b,-6.5,0.0,36.25,42.75,50,shown
169,Oldenzaal,52.3,78.5,b,b,-9.375,-0.007781982421875,21.125,30.5,0.05515315,0.9448468,1,1,a,Opposite,b,0,1,1,0.034445204,0.96555483,b,-11.0,0.0,25.25,36.25,50,shown
170,Ibotirama,-12.2,-6.1,a,b,-0.12451171875,-3.125,28.625,25.625,0.71281403,0.287186,0,0,b,Opposite,a,0,0,0,0.93861693,0.0613831,a,0.0,-9.0,37.0,28.0,50,shown
171,Târgu Ocna,46.3,23.1,b,b,-6.875,-0.007781982421875,21.875,28.75,0.11072735,0.8892727,1,1,a,Opposite,b,0,1,1,0.037055623,0.9629444,b,-10.75,0.0,25.5,36.25,50,shown
172,Ganda,-13.0,-6.5,b,a,-4.75,-0.0155029296875,25.625,30.375,0.19163929,0.8083607,1,0,a,Opposite,b,0,1,0,0.10705215,0.8929478,b,-7.0,0.0,39.0,46.0,50,shown
173,Samacá,5.5,2.8,a,b,-0.41015625,-1.28125,28.5,27.625,0.56590235,0.4340977,0,0,b,Opposite,a,0,0,0,0.91281366,0.08718635,a,0.0,-7.75,36.25,28.5,50,shown
174,Raytown,39.0,58.5,b,b,-8.625,-0.007781982421875,21.75,30.375,0.06826597,0.93173397,1,1,a,Opposite,b,0,1,1,0.04607553,0.95392454,b,-10.0,0.0,25.75,35.75,50,shown
175,Saint-Avertin,47.4,71.1,b,b,-8.0,-0.007781982421875,21.25,29.25,0.0813427,0.9186573,1,1,a,Opposite,b,0,1,1,0.044438984,0.955561,b,-10.125,0.0,25.125,35.25,50,shown
176,Lagarto,-10.9,-16.4,a,b,-1.390625,-0.39453125,28.75,29.75,0.4248167,0.57518333,0,0,b,Opposite,a,0,0,0,0.92928505,0.07071499,a,0.0,-8.5,37.25,28.75,50,shown
177,Morondava,-20.3,-10.1,a,a,-0.1982421875,-2.453125,27.75,25.5,0.66414446,0.33585554,0,1,b,Opposite,a,0,0,1,0.93639785,0.063602105,a,0.0,-8.875,36.5,27.625,50,shown
178,North Brunswick,40.5,60.7,b,b,-7.875,-0.007781982421875,22.125,30.0,0.08421848,0.9157815,1,1,a,Opposite,b,0,1,1,0.042857952,0.957142,b,-10.25,0.0,26.25,36.5,50,shown
179,Daisen,39.5,19.7,a,a,-0.060546875,-3.9375,26.625,22.75,0.76391107,0.236089,0,1,b,Opposite,a,0,0,1,0.93173397,0.06826597,a,0.0,-8.625,36.25,27.625,50,shown
180,Marikina City,14.6,22.0,a,a,-0.038330078125,-4.53125,27.0,22.5,0.79635006,0.20364998,0,1,b,Opposite,a,0,0,1,0.9448468,0.05515315,a,0.0,-9.375,36.75,27.375,50,shown
181,Bhasāwar,27.0,13.5,a,b,-0.62109375,-0.99609375,27.0,26.625,0.5283784,0.4716215,0,0,b,Opposite,a,0,0,0,0.9186574,0.08134264,a,0.0,-8.0,38.0,30.0,50,shown
182,Hitchin,51.9,26.0,a,a,-0.0155029296875,-7.625,29.375,21.75,0.90975165,0.090248376,0,1,b,Opposite,a,0,0,1,0.93639785,0.063602105,a,0.0,-8.875,37.0,28.125,50,shown
183,Ja‘farīyeh,34.8,17.4,a,b,-0.216796875,-2.96875,25.5,22.75,0.6970592,0.3029408,0,0,b,Opposite,a,0,0,0,0.9241418,0.07585818,a,0.0,-8.25,37.75,29.5,50,shown
184,Nautan Dube,26.7,13.4,a,a,-0.216796875,-2.09375,26.625,24.75,0.6383436,0.36165643,0,1,b,Opposite,a,0,0,1,0.91281366,0.08718635,a,0.0,-7.75,37.5,29.75,50,shown
185,Oteiza,8.7,13.1,b,a,-4.4375,-0.05322265625,23.5,27.875,0.2098619,0.790138,1,0,a,Opposite,b,0,1,0,0.08718627,0.9128138,b,-7.75,0.0,35.75,43.5,50,shown
186,Largs,55.8,27.9,b,b,-7.125,-0.007781982421875,22.75,29.875,0.1034848,0.89651525,1,1,a,Opposite,b,0,1,1,0.046075508,0.95392454,b,-10.0,0.0,28.5,38.5,50,shown
187,Ash Shīḩānīyah,25.4,38.1,b,b,-7.0,-0.0155029296875,21.875,28.875,0.10705215,0.8929478,1,1,a,Opposite,b,0,1,1,0.08718627,0.9128138,b,-7.75,0.0,30.25,38.0,50,shown
188,Valley Center,33.2,49.8,b,b,-7.375,-0.0155029296875,21.375,28.75,0.096664436,0.9033356,1,1,a,Opposite,b,0,1,1,0.059236664,0.94076335,b,-9.125,0.0,27.875,37.0,50,shown
189,Banfield,-34.8,-52.1,b,b,-4.03125,-0.03076171875,26.5,30.5,0.229326,0.77067405,1,1,a,Opposite,b,0,1,1,0.090248376,0.90975165,b,-7.625,0.0,29.875,37.5,50,shown
190,Ukal,21.2,31.8,b,a,-0.306640625,-2.4375,25.875,23.75,0.65564346,0.34435657,1,0,a,Opposite,b,0,1,0,0.10705215,0.8929478,b,-7.0,0.0,38.25,45.25,50,shown
191,Paidiipalli,18.0,27.0,a,a,-0.90625,-0.78125,26.75,26.875,0.49053162,0.5094684,0,1,b,Opposite,a,0,0,1,0.88159025,0.1184098,a,0.0,-6.625,38.25,31.625,50,shown
192,Victor Harbor,-35.6,-17.8,a,a,-0.03076171875,-4.90625,28.625,23.75,0.8141602,0.18583974,0,1,b,Opposite,a,0,0,1,0.957142,0.042857975,a,0.0,-10.25,37.0,26.75,50,shown
193,Uncia,-18.5,-27.7,b,a,-4.15625,-0.038330078125,25.125,29.25,0.22270021,0.77729976,1,0,a,Opposite,b,0,1,0,0.093407035,0.906593,b,-7.5,0.0,34.25,41.75,50,shown
194,Minano,36.1,18.0,a,a,-0.038330078125,-4.03125,27.25,23.25,0.7706741,0.2293259,0,1,b,Opposite,a,0,0,1,0.93173397,0.06826597,a,0.0,-8.625,36.5,27.875,50,shown
195,Graulhet,43.8,65.6,b,b,-8.0,-0.007781982421875,21.75,29.75,0.08134264,0.9186574,1,1,a,Opposite,b,0,1,1,0.05515315,0.9448468,b,-9.375,0.0,27.375,36.75,50,shown
196,Pequannock,41.0,20.5,a,a,-0.0155029296875,-7.0,28.75,21.75,0.8929478,0.10705215,0,1,b,Opposite,a,0,0,1,0.9428394,0.05716066,a,0.0,-9.25,36.25,27.0,50,shown
197,Hannibal,39.7,19.9,b,b,-5.875,-0.007781982421875,22.625,28.5,0.14426567,0.85573435,1,1,a,Opposite,b,0,1,1,0.07585818,0.9241418,b,-8.25,0.0,28.25,36.5,50,shown
198,Pa Mok,14.5,7.2,a,b,-0.15234375,-3.28125,26.375,23.25,0.7205053,0.2794947,0,0,b,Opposite,a,0,0,0,0.906593,0.093407035,a,0.0,-7.5,35.75,28.25,50,shown
199,Vangaindrano,-23.4,-35.0,a,a,-0.0458984375,-5.40625,27.625,22.25,0.83600354,0.16399644,0,1,b,Opposite,a,0,0,1,0.9341043,0.06589563,a,0.0,-8.75,36.75,28.0,50,shown
200,Marktoberdorf,47.8,71.7,a,a,-0.08251953125,-5.21875,27.25,22.125,0.82535094,0.17464899,0,1,b,Opposite,a,0,0,1,0.9186573,0.0813427,a,0.0,-8.0,36.5,28.5,50,shown
201,Brossard,45.5,22.7,a,a,-0.038330078125,-5.78125,27.625,21.875,0.8509947,0.14900531,0,1,b,Opposite,a,0,0,1,0.92928505,0.07071499,a,0.0,-8.5,36.5,28.0,50,shown
202,Senec,48.2,72.3,a,a,-0.023193359375,-8.375,29.375,21.0,0.926755,0.073245056,0,1,b,Opposite,a,0,0,1,0.92928505,0.07071499,a,0.0,-8.5,36.75,28.25,50,shown
203,Barguna,22.2,33.2,b,b,-8.4375,-0.306640625,19.875,28.0,0.0785567,0.9214433,1,1,a,Opposite,b,0,1,1,0.06826591,0.9317341,b,-8.625,0.0,26.375,35.0,50,shown
204,Lobogo,6.6,9.9,a,b,-0.9921875,-0.490234375,28.875,29.375,0.46219355,0.53780645,0,0,b,Opposite,a,0,0,0,0.90975165,0.090248376,a,0.0,-7.625,37.25,29.625,50,shown
205,Munster,41.5,62.3,b,b,-6.375,-0.007781982421875,22.75,29.125,0.12654945,0.8734506,1,1,a,Opposite,b,0,1,1,0.06826591,0.9317341,b,-8.625,0.0,28.625,37.25,50,shown
206,Budakalász,47.6,23.8,a,a,-0.03076171875,-5.15625,27.125,22.0,0.82535094,0.17464899,0,1,b,Opposite,a,0,0,1,0.94076335,0.059236664,a,0.0,-9.125,36.5,27.375,50,shown
207,St. Thomas,42.8,21.4,b,a,-7.0,-0.0155029296875,20.75,27.75,0.10705215,0.8929478,1,0,a,Opposite,b,0,1,0,0.05515315,0.9448468,b,-9.375,0.0,28.125,37.5,50,shown
208,Birnagar,26.0,13.0,a,a,-0.11767578125,-3.0,27.125,24.25,0.7049978,0.29500216,0,1,b,Opposite,a,0,0,1,0.9267549,0.073245086,a,0.0,-8.375,36.25,27.875,50,shown
209,Mantaly,-13.2,-19.8,a,a,-0.4453125,-1.1953125,27.625,26.875,0.55657494,0.4434251,0,1,b,Opposite,a,0,0,1,0.92928493,0.07071505,a,0.0,-8.5,36.25,27.75,50,shown
210,Sumbha,25.6,38.4,b,b,-5.875,-0.0155029296875,21.875,27.75,0.14426573,0.8557343,1,1,a,Opposite,b,0,1,1,0.130796,0.86920404,b,-6.25,0.0,38.25,44.5,50,shown
211,San Juan Cotzal,15.4,23.2,a,b,-0.318359375,-2.3125,26.5,24.5,0.6470416,0.35295838,0,0,b,Opposite,a,0,0,0,0.92928493,0.07071505,a,0.0,-8.5,37.0,28.5,50,shown
212,South Milwaukee,42.9,64.4,a,a,-0.03076171875,-7.03125,28.75,21.75,0.8929478,0.10705215,0,1,b,Opposite,a,0,0,1,0.93861693,0.0613831,a,0.0,-9.0,37.0,28.0,50,shown
213,Jori Kalān,24.2,36.3,a,a,-0.15234375,-3.03125,26.25,23.375,0.7049978,0.29500216,0,1,b,Opposite,a,0,0,1,0.9241418,0.07585818,a,0.0,-8.25,37.25,29.0,50,shown
214,Cantemir,46.3,69.4,b,b,-7.5,-0.007781982421875,21.0,28.5,0.09340698,0.906593,1,1,a,Opposite,b,0,1,1,0.03320737,0.9667926,b,-20.0,-8.875,19.5,30.625,50,shown
215,Verāval,20.9,10.5,a,a,-0.03076171875,-5.53125,27.625,22.125,0.84113085,0.15886912,0,1,b,Opposite,a,0,0,1,0.926755,0.07324502,a,0.0,-8.375,36.75,28.375,50,shown
216,Kishunpur,25.8,12.9,a,a,-0.0458984375,-4.53125,26.875,22.375,0.79635006,0.20364998,0,1,b,Opposite,a,0,0,1,0.9186574,0.08134264,a,0.0,-8.0,36.75,28.75,50,shown
217,Heysham,54.0,27.0,b,b,-7.0,-0.007781982421875,22.25,29.25,0.10705215,0.8929478,1,1,a,Opposite,b,0,1,1,0.051335778,0.94866425,b,-9.625,0.0,26.875,36.5,50,shown
218,Francisco I. Madero,25.8,38.7,b,b,-6.625,-0.007781982421875,22.625,29.25,0.11840984,0.8815902,1,1,a,Opposite,b,0,1,1,0.06826591,0.9317341,b,-8.625,0.0,29.375,38.0,50,shown
219,San Leandro,37.7,18.9,a,a,-0.03076171875,-6.15625,28.0,21.875,0.86483705,0.13516295,0,1,b,Opposite,a,0,0,1,0.94866425,0.051335778,a,0.0,-9.625,36.5,26.875,50,shown
220,Nong Khai,17.9,26.8,a,a,-0.06787109375,-4.1875,27.0,22.875,0.7772999,0.22270015,0,1,b,Opposite,a,0,0,1,0.92928505,0.07071499,a,0.0,-8.5,37.25,28.75,50,shown
221,Bagua Grande,-5.8,-2.9,b,b,-0.6875,-0.8125,29.875,29.75,0.5094684,0.49053162,1,1,a,Opposite,b,0,1,1,0.100022994,0.89997697,b,-7.25,0.0,40.25,47.5,50,shown
222,Mangqu,35.6,17.8,a,b,-0.12451171875,-3.875,26.125,22.375,0.75701135,0.24298865,0,0,b,Opposite,a,0,0,0,0.9157815,0.08421851,a,0.0,-7.875,37.0,29.125,50,shown
223,Jucuapa,13.5,20.3,a,a,-0.2109375,-2.59375,27.25,24.875,0.67254025,0.3274597,0,1,b,Opposite,a,0,0,1,0.9241418,0.07585818,a,0.0,-8.25,37.25,29.0,50,shown
224,Altunhisar,38.0,19.0,b,b,-3.1875,-0.060546875,26.625,29.75,0.2794946,0.7205054,1,1,a,Opposite,b,0,1,1,0.08421845,0.9157816,b,-7.875,0.0,31.625,39.5,50,shown
225,Magdalena de Kino,30.6,45.9,b,b,-7.375,-0.007781982421875,21.375,28.75,0.096664436,0.9033356,1,1,a,Opposite,b,0,1,1,0.07071499,0.92928505,b,-8.5,0.0,29.25,37.75,50,shown
226,Erraguntla,15.3,7.6,a,a,-0.11083984375,-2.984375,26.625,23.75,0.7049979,0.29500207,0,1,b,Opposite,a,0,0,1,0.9214433,0.07855667,a,0.0,-8.125,37.0,28.875,50,shown
227,Aytré,46.1,23.1,b,b,-7.0,-0.007781982421875,22.375,29.375,0.10705215,0.8929478,1,1,a,Opposite,b,0,1,1,0.042857975,0.957142,b,-10.25,0.0,26.0,36.25,50,shown
228,Kitsuki,33.4,50.1,b,b,-8.5,-0.007781982421875,20.75,29.25,0.07071505,0.92928493,1,1,a,Opposite,b,0,1,1,0.059236664,0.94076335,b,-9.125,0.0,27.125,36.25,50,shown
229,Purāini,25.1,12.6,b,a,-1.9375,-0.19140625,29.125,30.875,0.37044623,0.6295538,1,0,a,Opposite,b,0,1,0,0.08421851,0.9157815,b,-17.125,-9.25,29.625,37.5,50,shown
230,Takeochō-takeo,33.2,16.6,a,a,-0.0458984375,-4.28125,27.125,22.875,0.78378797,0.21621202,0,1,b,Opposite,a,0,0,1,0.9157816,0.08421845,a,0.0,-7.875,36.5,28.625,50,shown
231,Alfaro,42.2,21.1,a,a,-2.34375,-6.46875,28.5,24.375,0.77729994,0.22270006,0,1,b,Opposite,a,0,0,1,0.8734506,0.12654945,a,-10.125,-16.5,26.625,20.25,50,shown
232,Palma di Montechiaro,37.2,18.6,a,b,-21.5,-25.25,8.25,4.53125,0.75526524,0.24473475,0,0,b,Opposite,a,0,0,0,0.8775785,0.12242149,a,-10.125,-16.625,26.875,20.375,50,shown
233,Bridgnorth,52.5,26.3,b,b,-8.25,-0.007781982421875,21.875,30.125,0.07585818,0.9241418,1,1,a,Opposite,b,0,1,1,0.042857934,0.957142,b,-10.25,0.0,27.0,37.25,50,shown
234,Torhout,51.0,76.6,b,b,-9.5,-0.007781982421875,21.5,31.0,0.05321219,0.9467878,1,1,a,Opposite,b,0,1,1,0.042857975,0.957142,b,-10.25,0.0,26.0,36.25,50,shown
235,Wutiancun,23.2,34.8,a,b,-0.10400390625,-3.234375,27.625,24.5,0.7205053,0.2794947,0,0,b,Opposite,a,0,0,0,0.92928493,0.07071505,a,0.0,-8.5,37.5,29.0,50,shown
236,Taperoá,-7.2,-10.8,a,a,-0.283203125,-1.53125,30.75,29.5,0.5935808,0.40641925,0,1,b,Opposite,a,0,0,1,0.94866425,0.051335778,a,0.0,-9.625,38.25,28.625,50,shown
237,Kuršumlija,43.2,21.6,a,a,-0.08251953125,-3.328125,28.0,24.75,0.72806907,0.27193087,0,1,b,Opposite,a,0,0,1,0.9214433,0.07855667,a,0.0,-8.125,36.5,28.375,50,shown
238,Rāghopur,26.2,13.1,a,b,-0.671875,-1.046875,28.0,27.625,0.5283784,0.4716215,0,0,b,Opposite,a,0,0,0,0.87345046,0.1265495,a,-9.875,-16.25,31.125,24.75,50,shown
239,Ambondrona,-21.3,-31.9,a,b,-0.3515625,-1.6015625,29.5,28.25,0.5935808,0.40641925,0,0,b,Opposite,a,0,0,0,0.94866425,0.05133583,a,0.0,-9.625,37.0,27.375,50,shown
240,Tha Yang,13.0,19.4,b,b,-1.515625,-0.39453125,26.875,28.0,0.41558868,0.58441126,1,1,a,Opposite,b,0,1,1,0.13965216,0.8603478,b,-6.0,0.0,40.5,46.5,50,shown
241,Jhitkahiyā,26.8,13.4,a,a,-0.94921875,-0.57421875,27.625,28.0,0.4716215,0.5283784,0,1,b,Opposite,a,0,0,1,0.9128138,0.08718627,a,0.0,-7.75,37.25,29.5,50,shown
242,Box Elder,44.1,66.2,a,a,-0.023193359375,-5.90625,28.25,22.375,0.8557343,0.14426573,0,1,b,Opposite,a,0,0,1,0.9186574,0.08134264,a,0.0,-8.0,36.75,28.75,50,shown
243,Maïssade,19.2,28.8,b,b,-2.84375,-0.0966796875,27.375,30.125,0.3029408,0.6970592,1,1,a,Opposite,b,0,1,1,0.10705215,0.8929478,b,-7.0,0.0,37.0,44.0,50,shown
244,Prostějov,49.5,24.7,a,a,-0.0458984375,-4.15625,27.75,23.625,0.7772999,0.22270015,0,1,b,Opposite,a,0,0,1,0.9157815,0.08421851,a,0.0,-7.875,36.25,28.375,50,shown
245,Sedalia,38.7,19.4,a,a,-0.023193359375,-5.28125,28.0,22.75,0.83074397,0.16925612,0,1,b,Opposite,a,0,0,1,0.93173397,0.06826597,a,0.0,-8.625,36.25,27.625,50,shown
246,Kuznetsk,53.1,79.7,a,a,-0.0458984375,-5.90625,28.0,22.125,0.85573417,0.14426579,0,1,b,Opposite,a,0,0,1,0.93173397,0.06826597,a,0.0,-8.625,36.5,27.875,50,shown
247,Mount Vernon,48.4,24.2,b,b,-6.125,-0.007781982421875,21.875,28.0,0.13516295,0.86483705,1,1,a,Opposite,b,0,1,1,0.0658957,0.9341043,b,-8.75,0.0,28.25,37.0,50,shown
